Date,10458,60608,23464,92592
2023-10-31,1867.0,1497.0,1804.0,3592.0
2023-11-30,1874.0,1490.0,1820.0,3651.0
2023-12-31,1877.0,1477.0,1823.0,3713.0
2024-01-31,1874.0,1482.0,1834.0,3770.0
2024-02-29,1896.0,1481.0,1843.0,3813.0
2024-03-31,1902.0,1490.0,1857.0,3868.0
2024-04-30,1925.0,1482.0,1868.0,3913.0
2024-05-31,1929.0,1491.0,1878.0,3965.0
2024-06-30,1933.0,1505.0,1880.0,4017.0
2024-07-31,1943.0,1511.0,1886.0,4067.0
2024-08-31,1938.0,1521.0,1892.0,4120.0
2024-09-30,1953.0,1520.0,1916.0,4165.0
2024-10-31,1947.0,1519.0,1924.0,4223.0
2024-11-30,1953.0,1512.0,1941.0,4291.0
2024-12-31,1956.0,1500.0,1944.0,4362.0
2025-01-31,1953.0,1504.0,1957.0,4428.0
2025-02-28,1975.0,1504.0,1968.0,4480.0
2025-03-31,1981.0,1513.0,1983.0,4545.0
2025-04-30,2004.0,1505.0,1995.0,4599.0
2025-05-31,2008.0,1513.0,2006.0,4660.0
2025-06-30,2012.0,1528.0,2010.0,4721.0
2025-07-31,2022.0,1534.0,2017.0,4780.0
2025-08-31,2017.0,1544.0,2024.0,4842.0
2025-09-30,2032.0,1543.0,2048.0,4897.0
2025-10-31,2026.0,1542.0,2057.0,4964.0
2025-11-30,2033.0,1535.0,2075.0,5041.0
2025-12-31,2035.0,1522.0,2080.0,5121.0
