,RegionID,SizeRank,Zip Code,RegionType,StateName,State,City,Metro,CountyName,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30
1382,72295,1525,32907,zip,FL,FL,Palm Bay,"Palm Bay-Melbourne-Titusville, FL",Brevard County,925.8027182900852,932.9847668431448,941.8535312013393,961.9904087810312,972.2160703404992,998.2985126098864,1001.1613058136552,1010.5923805928724,1003.5930173713537,1009.2243666665264,1024.5597235974765,1038.4986730254643,1038.1975688953594,1035.3630662317248,1040.3452417553924,1047.02942606981,1047.4061686326295,1053.0129214154524,1068.5325246562525,1076.540872734853,1095.5240778813625,1107.3430430819874,1109.315910804972,1104.883539859756,1114.5943476132948,1135.8443851393374,1155.175963169978,1162.164372397457,1167.9922386854378,1154.904898265331,1163.702823533579,1172.089774791349,1184.4319792553483,1170.184660623179,1179.504926315576,1191.3009548048772,1210.1402202996396,1219.8826619697602,1225.964519985631,1233.4969065603104,1227.688418053095,1245.1192270063018,1252.7323513252977,1262.6347037319556,1262.350331225484,1266.134145485942,1273.9473017156863,1268.3842257236297,1268.6904483988435,1273.6613402622563,1276.6182688669098,1294.7940085172445,1291.9489802934206,1291.7982664955478,1281.2274792124776,1292.1794629038184,1299.2836839972774,1308.8170935708688,1311.2108639552475,1316.352694286344,1319.0159150957008,1321.6316260596943,1318.6277125043423,1315.274146702803,1324.4333695457872,1353.633875707952,1386.83196565649,1400.4094053753445,1410.1705737035895,1429.1389408652476,1454.7424392824682,1463.5837452291507,1462.6661070198684,1470.9954401407726,1487.9214784025403,1506.96719163591,1535.2614272157216,1574.5590982927347,1644.6712097443772,1703.6618099656382,1786.474676975269,1780.0011289572326,1790.4790220269442,1770.1665062996362,1830.4873384207572,1846.60571761167,1879.380499949228,1870.5401625921736,1886.379700646239,1878.6699258777085,1888.7446626145936,1895.55308397582,1889.7592592592596
1383,89712,1526,72712,zip,AR,AR,Bentonville,"Fayetteville-Springdale-Rogers, AR",Benton County,970.9030153332542,989.9686338774816,990.302383662774,995.4141164372024,987.5556333151092,988.1026157085356,1003.5062083802248,998.138448365494,1010.93073113863,997.2906252256575,1012.512774153392,1016.4721038822478,1036.7728539229245,1044.8634020557024,1037.9330603837666,1028.1751915985,1040.3423227413057,1049.0140636601957,1058.1674020773771,1052.1314158555206,1050.4516384473031,1064.1746220725483,1074.773974652886,1091.680487450158,1097.723858152339,1103.4497663633288,1095.2631124044676,1078.9958498720598,1075.4235127329548,1064.2953141901176,1078.3399805916154,1087.024242388473,1103.5025266314376,1093.677034260065,1084.4826355158411,1087.08782693764,1112.4980604566028,1121.3821894872658,1123.3490708141337,1111.9817342483325,1117.5574512933338,1130.7546519311682,1138.875186507319,1151.222899528883,1145.2757336962827,1140.7602414855817,1129.340279947519,1135.6421393875864,1138.3470589303777,1150.0710577207997,1154.5244076513236,1164.9233851670076,1162.892275438908,1166.0295446434009,1178.740674548583,1187.9075223654925,1190.7999264098012,1190.4037052487015,1187.7536829149185,1192.3080735110946,1203.647159118696,1218.1875702399402,1226.3350217883185,1210.1895556736397,1209.3747740204424,1213.309063228642,1237.1325031272438,1255.7277944043549,1261.859952678991,1267.2518861972487,1269.5352133548,1289.17079623534,1305.0461590450495,1315.7741408276213,1320.0451634370856,1321.976942102939,1339.866679839983,1377.4800952174994,1418.1921751747557,1445.0118793843374,1471.867398220979,1482.6917318040178,1486.4424348616303,1471.318320772834,1475.0367760814877,1504.4897536363458,1555.0132163258077,1633.1888781606729,1663.816386931947,1656.8117375886106,1612.7074189731895,1611.6528415123285,1644.3493177387916
1388,99116,1532,97202,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,1230.3143986308137,1232.5990158926345,1220.2061406080084,1219.343730641594,1263.138405446074,1290.0329318796382,1306.3836705581152,1299.5355889447887,1307.8026105555412,1318.002025479006,1321.9868192947165,1330.6324466768776,1351.3983839784626,1358.5838284395918,1335.7219815982994,1315.576752550693,1323.3032382437293,1332.549750423978,1336.9351876637634,1337.9185035198516,1345.9174291123095,1357.0421909449358,1367.0865508227755,1387.5703686079205,1406.5442835935496,1403.9674545736657,1385.7133921329682,1364.4535881897798,1375.9896610286123,1373.095633169646,1383.3704591805424,1378.13487494409,1390.6601707444026,1381.6697546942298,1392.610107076058,1400.8298173628104,1422.530199711102,1419.6259383412478,1410.4949390316854,1399.269256898277,1406.337624693422,1396.9250124703751,1408.1350486327156,1406.5624602023108,1427.0304230218535,1415.0812366247678,1441.338744664445,1446.9421691140285,1486.074616921319,1476.274268476277,1463.034652494087,1430.4156754909982,1426.431644423993,1430.544754062446,1447.7663130898388,1459.08621791134,1472.412787888055,1472.377519078782,1491.6346342762813,1499.9364091682207,1521.626063074693,1517.9073240368734,1522.86364645066,1526.1845870157722,1538.1002786640245,1542.2566130065154,1543.9400446718737,1535.9761258021265,1542.9030865688449,1543.9863559193236,1563.9053433949712,1571.8666309319638,1576.1322642551995,1573.5961505714847,1575.456135143655,1574.6763958752538,1585.263668219172,1605.6872887425109,1632.5025514963363,1666.760258928965,1686.639266107634,1682.8490439294762,1686.518096219684,1690.2275326376523,1718.212635711932,1714.4746563039123,1718.3436724942476,1714.0344677296443,1717.4568773909516,1720.513712446846,1725.316155737205,1738.7791062858544,1754.341520467836
1406,95753,1552,89014,zip,NV,NV,Henderson,"Las Vegas-Henderson-Paradise, NV",Clark County,894.435329276335,883.2232815671746,891.3675917874835,896.7381730352605,909.2546485439772,909.5872719127404,921.4597473975646,926.1889009699564,931.5726038006198,931.9960062432568,936.5821596596882,939.4673231232008,935.7899538050074,934.3248948976824,941.1819988547702,940.2908139910808,942.7734992400316,947.3558049032748,961.3042318315918,964.863320271328,964.4554812383192,968.1853160087196,978.0600024606996,984.6596033382312,983.1805503167112,981.6842302376696,995.635062916468,1000.7015855383676,1008.8006569102604,1004.673482065126,1011.896919643421,1019.8033807623762,1031.7178143589606,1038.504045069829,1047.7612202236055,1065.8093333436732,1064.915081505746,1068.7870822016491,1065.0114422535084,1077.0793099678317,1077.0682432707963,1082.0424314900542,1082.1900627558362,1095.7774084000837,1102.3970978855923,1117.8113124961494,1116.897827964856,1123.642070902882,1118.936447901077,1127.2017803978647,1133.0915578659367,1150.0565150774216,1158.5156486416863,1171.695387004058,1170.3393679410774,1168.9685909173086,1160.6651005272995,1178.9451440440737,1178.1692470165206,1185.6167493224666,1166.7138395839738,1157.0156993222267,1148.0174486801338,1149.810577095335,1172.664637787295,1190.143585064953,1204.0213610901862,1220.473177016295,1229.417033906882,1247.002663352785,1244.6127680901604,1255.7593468081286,1253.7398140345006,1286.562181640752,1327.8486345903552,1411.2578786341423,1474.3139678714415,1532.3488707874449,1560.348261364177,1584.6744068749192,1609.0016924087229,1644.8212691559977,1641.4223444814663,1639.751609752445,1617.5222868967255,1615.8679850165308,1611.589981120148,1607.3839316470976,1617.3262057676618,1598.176135736441,1585.5962228938736,1571.9712211927144,1573.4234160900826
1408,90619,1554,75013,zip,TX,TX,Allen,"Dallas-Fort Worth-Arlington, TX",Collin County,1206.0913981113815,1219.4263763822555,1220.2855585545651,1236.5752511758735,1234.2013834665593,1244.5918934174515,1256.9474549326258,1266.911714419988,1265.1162054219208,1253.3433209706477,1248.129588892804,1250.671960327012,1256.647733345946,1254.4154131111402,1255.1395453011794,1252.0362806705125,1257.2526195254263,1265.2666874595234,1277.950711140984,1282.6597812186783,1277.4614978612656,1264.1136435771405,1255.5375381749473,1259.3336424958882,1262.8731783524927,1284.082159368727,1287.298458719967,1297.9185248395524,1282.6992015706091,1300.1825627603848,1313.1675524557195,1323.645349834955,1323.0704440087104,1327.5443472697193,1323.1202258785245,1318.9488137816743,1312.2516770054276,1323.3171985262825,1315.8229320142905,1316.056851575393,1312.2583934005895,1321.4347785984685,1325.1717841840325,1320.849389481121,1316.212788320731,1313.606795197416,1322.8655275697045,1319.540358628684,1313.321256518601,1312.9002942170146,1326.4186684274734,1348.9110892260624,1352.0588764469878,1362.6383436450217,1372.6063697057878,1388.316012185944,1388.557677272338,1377.272956526859,1364.9112430401983,1359.426280244751,1365.9686731495055,1373.179399770013,1371.4489197857731,1368.043599556632,1362.8194733639343,1365.4399335806584,1383.3746958125903,1390.380547819752,1397.8423341015437,1402.1517236770733,1419.478803384961,1424.521587580254,1435.0329546312885,1469.2911318019972,1509.9881147547237,1542.7046346491936,1556.5124545741237,1591.9223210199582,1613.2806222878532,1646.008935523273,1677.0102900490042,1702.9485515930858,1729.2383955941366,1740.8014381870971,1758.4250118357638,1758.5145996150677,1772.6946221554365,1789.3674347960396,1807.4737101724763,1808.8122559071896,1820.262264692579,1799.9812512466026,1795.7242857142855
1429,72722,1578,33619,zip,FL,FL,Palm River-Clair Mel,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,996.4697430463044,1006.6043978300733,1006.6635073444696,995.2700030516124,1004.81762608722,1016.6500025751304,1036.1124034040563,1028.6153890634348,1040.1221250907613,1032.1352702680044,1039.8330769347167,1040.270256492014,1052.1005937006769,1061.4260729737668,1051.7453322056224,1050.2142567703083,1059.1780884327156,1061.580272887249,1074.7315267285137,1076.1402941311271,1086.284415009827,1078.0857268547777,1083.9269387768504,1123.802143365489,1140.6457268206173,1151.7444623036167,1133.8401681139574,1135.2847435953372,1131.7849868381695,1136.884846883044,1145.7447398833156,1153.9895462438808,1158.1046830743278,1143.952072154837,1154.452274258792,1141.8750404930215,1157.593917149584,1163.4051073949256,1176.2373637928697,1180.97918406996,1190.223236528233,1202.917407802066,1195.4435956670968,1192.1645864843233,1206.6241954527563,1229.9926674994797,1238.0749056859984,1236.0221646829038,1230.692148078643,1242.2789428775122,1243.4079102690594,1250.8939805066166,1256.85902489854,1251.9247822660752,1267.9158256637083,1268.0364746677826,1267.735529166182,1261.9678070278346,1272.9929977276522,1270.8458149798353,1275.005051986879,1275.712117613375,1295.8894444938066,1299.381284758466,1308.7823510795563,1310.160108437038,1328.5857810856812,1331.872026766944,1359.2102942133945,1367.923960341554,1359.9710201645005,1364.358768819303,1367.8772714687098,1419.7480610416262,1444.2463804096622,1477.6707286871172,1476.167801892723,1514.077895601885,1543.053083598614,1588.834674937464,1678.2365682238822,1720.7856207783998,1778.618031413843,1763.1333588138953,1811.3419114884164,1845.4567135388368,1892.7600502804569,1934.904271884769,1974.8097124906449,1981.3362934555391,1967.7837291905785,1932.0743739551956,1912.003703703704
1434,96933,1583,92591,zip,CA,CA,Temecula,"Riverside-San Bernardino-Ontario, CA",Riverside County,1525.2636101280227,1543.2780531458927,1557.671645193716,1565.7087694387037,1571.0973061048376,1579.7481092640137,1586.6581986914682,1597.7042015764882,1600.6007083022355,1603.3643436262207,1611.9687952269414,1622.7446216442622,1631.2139827806272,1633.0089603462875,1628.347830939152,1626.6801855096303,1634.3404775398928,1642.2050686289313,1651.6300583712243,1641.1224154182978,1650.6368230383573,1645.6398539936872,1663.536186822428,1668.1246103443889,1691.200313741222,1696.4304749212238,1701.1760372860515,1701.6951243521369,1715.0228090488934,1732.721741774323,1748.1456956681222,1742.266874809701,1751.869116598113,1743.476873194351,1761.361401768589,1763.757412404378,1772.52017083597,1771.8398228918932,1770.3475323705468,1783.3698359497996,1795.4715093404611,1817.024241210311,1826.5242048624827,1834.6151779058143,1827.4741507700348,1828.2149932862865,1825.7782144457435,1823.8854988922676,1831.9685301703885,1837.055254763096,1853.7388793633104,1863.0649586171128,1866.9517616775297,1879.8272199614853,1886.167803782247,1895.3351740789656,1883.171029131406,1898.471316557868,1921.2009903849664,1926.3150176969275,1911.9460615809835,1884.559740080433,1861.404374198892,1860.431028680838,1867.66465977854,1911.1237928647704,1925.8444266649817,1961.6972373984704,1973.4215835527173,2011.7318972193768,2046.471046849996,2082.2371863749786,2122.4018306477383,2181.6509617338043,2251.596173556486,2303.9754510720536,2303.0703983432327,2314.748487683512,2329.8488409331426,2357.133568773235,2396.920272530117,2399.4258486913227,2445.187452627695,2489.5871075548694,2488.490793369189,2496.4307637409606,2505.090418724453,2603.630015639605,2634.853616771378,2626.040262671899,2592.644552503053,2599.6416265537227,2572.177655677656
1437,71016,1586,30294,zip,GA,GA,Ellenwood,"Atlanta-Sandy Springs-Alpharetta, GA",Henry County,1000.3592353756992,997.789198730076,1000.4479731727988,1025.169278382202,1039.3430252620751,1053.9915551246131,1040.2795400744758,1037.3473964222358,1034.2840162657285,1054.012595928887,1056.6831650493407,1056.7188432709638,1036.7335377082254,1045.331883296221,1050.6365324958986,1071.6568901446692,1082.5693030835462,1085.3516027455612,1094.997663937481,1095.7187453905535,1114.620229935913,1120.800599304913,1125.6211503266509,1112.880426265819,1108.6754831846515,1116.8994679179227,1126.917551178407,1148.090225423151,1146.7813990315335,1151.2157715038827,1146.2206153580496,1159.0343108837228,1145.300760666786,1153.5448823253732,1148.0958808746414,1145.503252961499,1149.146140052051,1164.1294216729036,1191.2132980892327,1218.678095607493,1225.0019907732355,1221.60425703735,1217.0089545249418,1222.2658921999,1236.2783621862304,1236.713228709503,1238.4571734955975,1238.859923261394,1230.316415183982,1238.460514009735,1255.685988310672,1293.0418263181782,1311.574098372055,1318.7692032420084,1319.5478666464776,1323.717949235199,1327.0186091072046,1342.0511169384986,1344.6825326757958,1358.2933494357526,1354.3500224404702,1364.74238842833,1348.494088612012,1343.0527904756316,1350.6930189211707,1377.1237490025112,1418.3951024176688,1452.284174461986,1475.9544346411456,1497.781078404767,1504.2277215658507,1521.465872793627,1537.811013956762,1571.9060099158992,1604.172843791696,1634.6250895847472,1661.2572392706618,1701.133851959233,1733.271539353883,1760.7456472438023,1778.9098391955308,1794.364624716451,1795.3162177418048,1756.3939902193022,1780.0676010926338,1804.6781675880552,1857.3812142067136,1860.2982573697864,1915.2690747952183,1975.4044325723244,1972.719314155494,1991.8173779741533,1990.155555555556
1463,69813,1615,28262,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,938.4788579121886,950.8815693889484,960.0774441613052,961.1263110550616,994.3656880045908,1009.137303938652,1010.1243576164776,973.461782874692,972.5041493258598,980.6513745967084,987.7727789355606,987.0245041325628,993.626131320592,1003.453824401029,1009.8880302673087,1024.2549339086534,1029.6111923208505,1039.6577704357298,1043.5987786149567,1037.104090556038,1034.5070799846246,1030.8853145552494,1032.5113053589455,1033.945365144685,1044.0099106438086,1055.6780187178135,1066.8662935526347,1075.917025450133,1078.8012689131804,1092.761304082804,1090.897897257399,1073.372001050703,1074.996440810463,1076.513878681492,1088.9024625126576,1100.138424925167,1116.2442580690024,1130.6208391266969,1128.352752380198,1124.5215767059162,1120.4335740949705,1126.0643397788092,1126.3307474074866,1127.7669941994184,1128.6138929594997,1143.70284584145,1150.338486883317,1162.2710601996582,1173.4393108897111,1187.064654588325,1190.5031146064202,1190.8476969659823,1191.7147467629786,1188.4447969301732,1188.3290268194748,1198.2871567682355,1215.962704941078,1223.7613767521923,1217.614259191933,1214.001967528049,1216.827868213939,1206.1391002275773,1198.3408403999545,1201.2166104392077,1208.0151181205956,1227.6341089220186,1226.3595744482946,1241.5061396587644,1262.472110901275,1276.2777457763748,1288.0329726401933,1279.7891364856496,1303.533659990551,1317.9593238032392,1345.956338927356,1358.482341011072,1379.181705840118,1389.9733280487887,1421.998435746753,1450.046667275774,1483.573626147439,1506.426503630881,1526.9097094619688,1540.6319522524109,1549.6145734875083,1545.9370344641682,1559.6325665459294,1574.7472423437682,1582.0779359303117,1584.8489384834493,1583.445327845658,1592.943272970998,1601.935158031932
1471,99581,1624,98122,zip,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,1550.5899661429935,1550.3073611821155,1557.9071895786865,1577.2152209433789,1597.6555746807785,1617.2297260137698,1625.0202253834725,1621.4064974303162,1626.5619822440915,1639.5143223607945,1653.0201568520577,1664.968870026412,1671.5934837203054,1665.3057060727372,1689.346408617186,1699.8946818298507,1716.1213964679405,1704.0329608988998,1672.445262806568,1690.276534258536,1681.419366059449,1724.784768468416,1710.4653101244526,1735.0169309109524,1735.9563877418034,1754.0015837700078,1776.153936841156,1791.5067426314652,1802.122158268608,1805.3768155531147,1800.4795548977115,1795.512094170233,1794.1549228951808,1804.7244346311488,1811.197652395922,1795.830547498877,1789.3940981344008,1782.5417100359027,1791.2094922190638,1803.751962954896,1818.8456917337228,1838.5677551230128,1829.2386487541928,1811.9206720460693,1816.769485224209,1839.7418285994831,1849.709961404436,1852.30311519118,1843.1194457164956,1842.406496892797,1832.376251742136,1837.7075914566624,1853.2531866074648,1873.7643454589784,1888.2066175960108,1893.720239795428,1897.4178647938936,1899.409853840151,1911.1816875158977,1916.2040461553709,1921.7906590882956,1904.076437537768,1896.6699674940608,1879.0042830731225,1870.5605795748857,1843.742815172115,1805.245664465231,1753.450449772052,1703.6877849281077,1658.11192535066,1633.011905220891,1631.0761510300235,1649.4891367826149,1679.6746903735152,1726.491588591222,1788.8500529233606,1856.126734343948,1911.5861422248045,1956.696962431013,1987.399884368427,2013.5164797833008,2026.508548102668,2023.7688969591636,2010.354168590312,2017.813928328008,2024.2581855231892,2038.9336882832572,2039.1655338709147,2052.77927375868,2063.238986929256,2072.6950129270217,2074.3566976393126,2060.500329359067
1473,74590,1626,38016,zip,TN,TN,Memphis,"Memphis, TN-MS-AR",Shelby County,1182.3652837207949,1172.6280866367645,1168.909940696218,1176.9529873418849,1181.0475108812595,1180.068125959389,1173.31439323392,1179.3879607861195,1173.710509764962,1177.0004249041306,1177.9878708944625,1194.9771200769258,1200.6273994578648,1202.4413646583102,1199.0867469211612,1206.610987835387,1210.685809677387,1211.6596341488985,1199.8760600878188,1192.0549431222462,1189.0471847694555,1195.7043100241615,1200.5695315929358,1204.4262931149806,1203.1894625173013,1206.42150959835,1210.622880850384,1213.4021478605744,1217.22018718482,1240.6819095546628,1253.8252478044494,1263.352164834792,1242.90602212978,1230.4081322434945,1228.868026036447,1238.0003961375578,1249.7791567195131,1246.5194639481997,1243.750715052808,1251.651636895638,1266.380334581143,1266.6862766291924,1263.1143537412809,1255.1591088762357,1259.9546460689585,1262.4530636724446,1268.8169863932471,1279.8934279975372,1289.6630361270145,1295.4106179950136,1291.2962799537067,1297.2839229822998,1303.448207686879,1303.2796020501155,1302.1202334845857,1303.7815829971114,1308.36261754673,1316.1502089350522,1322.9344365462375,1341.9190645232536,1351.2870977943442,1362.2051460488349,1352.788405721081,1358.2467146273116,1360.2111437812869,1383.6172354242296,1407.9685711332625,1438.7070105550863,1458.0951490757022,1462.44857456388,1472.619740977888,1491.6158848863215,1521.8210761095252,1547.8164950653463,1578.8519590621022,1618.0313622740737,1660.4523397280625,1689.3562914815702,1690.3172849405116,1695.341926282684,1690.549896825131,1698.2648153372384,1661.666286089402,1671.061618443052,1689.570671307722,1732.300421153149,1735.3363537616967,1749.9627985273414,1760.9841182769633,1787.6253195946497,1791.514251407208,1804.6775157566492,1774.8844444444442
1479,71229,1632,30605,zip,GA,GA,Athens,"Athens-Clarke County, GA",Clarke County,778.1875594269235,799.3651683601863,811.0768343987513,808.7888207389677,808.322383932228,800.8926942870892,815.0616125685016,827.0575368477009,841.0994282683216,841.2745223144976,850.9024110449276,850.4548879035127,855.3081088896096,844.869105343418,851.5777167947448,845.4480406522908,849.5587030386922,845.6644176657611,872.52992449373,881.4604049161035,887.9739431245205,884.1331865185616,889.7171137891173,900.363049535828,895.4028455636043,900.1500714531304,884.8479758206837,885.0311498353491,882.8793310029785,902.621532236388,929.5935371952254,936.3576057597508,944.3758074665216,939.3445103866574,974.7031892914708,980.5923941026488,986.9101899450476,970.066179503608,980.5398866386546,982.8474760233264,987.7213771846612,1008.5861335653068,1017.791978686782,1028.043054835558,1013.315758053532,1025.2142273264533,1039.5135256208969,1049.5405890397508,1041.1637915450278,1043.0827558804735,1037.1494686296771,1051.648770134362,1055.4187996496526,1077.0732791274888,1088.0048360201097,1111.3971068928438,1110.7399264443084,1118.5389778840402,1119.6150250022838,1112.359867618466,1095.5300420829797,1092.4189732244909,1112.1647087628971,1136.9554631222788,1138.350981775533,1140.9592829120245,1141.6534484130964,1125.8839755354438,1091.8547454126722,1118.8938351049314,1156.606951671216,1215.569057302551,1230.997914565197,1253.0076212172155,1276.654024595853,1263.1417490563026,1282.2125336697768,1306.8199757805128,1331.5055721100134,1331.0600501194376,1338.8606672829878,1339.3922483454285,1353.8888967668745,1355.0333152098958,1354.2535014988316,1378.0476606589125,1411.9502677691253,1470.8186189256432,1516.6623601197448,1527.6402680358806,1556.4321160001043,1535.2151220595,1542.2222222222224
1481,67427,1634,22903,zip,VA,VA,Charlottesville,"Charlottesville, VA",Charlottesville City,1106.9034373735333,1104.9415066383635,1122.7362058783056,1134.8080282244916,1130.6311657320232,1148.3761739244476,1219.05502781497,1254.465979071907,1259.1647051720336,1234.56586259824,1228.5512205030836,1238.195637497363,1212.1933161638049,1223.5969314977992,1226.8461360646593,1244.541194927518,1243.7887552128675,1251.0194269926274,1237.328970866893,1238.9552515396424,1238.669701158469,1266.5408040125476,1275.4674135197015,1282.3470305175235,1274.3501614991146,1276.6510940006506,1281.661918928386,1279.6784906788732,1286.3596079114177,1320.4345870139075,1338.284352430216,1348.2371780308872,1328.685419300599,1331.2032673909637,1352.3213127161266,1328.2683707540832,1333.3876341321577,1325.3725469109218,1354.6362218918712,1359.7914288096615,1371.9330611778423,1394.2388887974234,1411.457551998152,1413.6418116314387,1414.6497791474158,1442.8354210642626,1450.9939715482967,1477.5298398736415,1455.5431389957207,1454.6234982635722,1431.0491180842305,1431.5323528104673,1440.0837136138323,1435.1186722293814,1453.890081339733,1473.7791906145585,1493.0045994423003,1489.3379600619587,1478.977883987419,1502.3809057152746,1510.8536565120858,1513.1734349702303,1508.2654980888228,1513.6453788911313,1531.328275414865,1516.0774492259018,1515.9111597984895,1518.675272720658,1534.9155599933958,1565.8901753149262,1581.3627504497772,1597.346954148911,1588.5674832389248,1571.0245585230953,1582.8664611227691,1597.6281904629318,1627.541166529934,1645.011149481831,1634.8697136927171,1639.4420454556728,1640.1943685294557,1715.1257826499498,1728.5149224167596,1733.8592960318722,1726.9733765646822,1767.91744692435,1778.456304314018,1780.704282856197,1807.261101840356,1827.5162608006997,1813.2692779001889,1800.1939845341656,1825.1759259259256
1482,69820,1635,28273,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,1048.3062055473174,1045.3969293973023,1056.1514173124351,1055.4269901000678,1061.6921594469109,1069.8177795057245,1068.747439997164,1068.1779432851806,1067.311556349183,1079.1445933058085,1090.967692225234,1083.556404089422,1098.3028263169667,1095.1523067828216,1119.1053102083642,1113.03778708658,1115.564184890423,1121.720568244829,1132.4672953359775,1146.1669258374727,1136.9966042882163,1122.7269675820437,1125.662667166334,1125.4392952186165,1145.430361535128,1146.631188287601,1158.8376601384614,1156.5138781960231,1153.9102497842675,1163.128219036806,1159.7795514354148,1162.0834835961728,1157.4206735163527,1154.939290746032,1169.3412894366495,1176.096160169251,1194.4530840671398,1190.3996207854188,1198.7853898772992,1198.390387344066,1203.6526362495258,1204.7907010961335,1207.163167011424,1215.3096787492298,1226.3926029764134,1236.9172329289174,1246.6567005953982,1243.137179431787,1246.92369989368,1238.9210185580869,1237.476370717293,1241.2276159633902,1255.4158665601697,1264.785946798056,1276.612167855219,1289.9073092725034,1292.6787324923012,1295.0746961939144,1295.5378433552266,1295.8422234432812,1296.9299949062113,1285.7437362556575,1288.7682373706405,1275.4413478221531,1270.7863137920413,1265.0303338224217,1267.730192072368,1275.912360248518,1306.4709013609076,1328.4519874880518,1336.8299650657416,1341.4661122220716,1349.0902415913715,1382.4642048405892,1404.562717478427,1431.3998458745823,1454.5625605382968,1477.3609219785612,1515.9419639294654,1536.0270983552548,1553.2117370994083,1555.0756337826467,1558.7836036270464,1558.9418292816345,1566.8306390217003,1599.2224495252367,1624.0518282516475,1654.0912660975705,1665.6048351582915,1673.7907833648203,1659.8461020612922,1660.2524528435742,1655.5073099415204
1484,399671,1637,89183,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,1123.1537245262343,1126.502245360734,1132.025473231451,1144.8204617774488,1157.1624405468378,1155.3391858377831,1154.0528054485517,1154.0482369123863,1158.619932581789,1163.2625755756687,1164.4639168985354,1176.5271492867282,1181.1689469848918,1187.9632150876314,1188.9505147499772,1194.1507929378683,1202.5902089010333,1207.529651312189,1203.2597614721917,1192.1597765554905,1191.3485874597156,1197.4668666311215,1205.4706293661577,1213.1443330924562,1215.4895148556386,1228.608947171495,1239.9503177259385,1257.7507965996708,1262.6019874888927,1258.5664729810828,1258.0629152552551,1258.0633429401407,1266.5366533292097,1275.6446866728036,1285.3705117450995,1295.089634331097,1288.4133017045106,1288.6885510652385,1291.9408206488615,1320.6105274766155,1340.217938023024,1357.498181208066,1358.4293915947292,1360.3629441262624,1371.2772577036171,1373.6721289323016,1392.6074875254633,1392.607056288953,1409.6814812964535,1417.1651380876235,1425.559213172544,1431.2883691738723,1429.170251820873,1429.7405329454095,1425.4574874341213,1430.1352531299651,1433.6763492597977,1438.157092034672,1452.1511409037976,1467.3250805122518,1493.15138903174,1477.8408665062643,1458.3526932933996,1445.466565264328,1461.030814578891,1475.0669409813845,1489.734245031285,1512.380737862614,1527.1712847072286,1533.0538526187436,1536.628622954944,1566.250602471421,1581.8316533048232,1592.06757708994,1610.685673681094,1648.296365501595,1695.5696689780657,1754.6572723124011,1823.442820514017,1852.5112614742316,1873.797673341936,1893.2167285615724,1935.981309891412,1938.469188575589,1947.3496297057693,1959.779091076356,1977.5404179424968,1968.67651134442,1978.8612992811436,1972.443538564132,1973.9106042759825,1932.078166903164,1910.241203703704
